County,Crime Rate per 100k,Murder,Rape,Robbery,Assault,Burglary,Larceny,MV Theft,Arson,Population,Avg_Rating,Median_Rating,Avg_Price,Rest_Count,Avg_Lat,Avg_Lng,CountyName,State
"Glenn County, CA",279.1696492,0,2,7,69,230,400,102,7,27940,4.23,4.5,1.6458333333333333,50,39.677764620280016,-122.00155755303122,Glenn County,CA
"Rensselaer County, NY",278.89293260000005,9,29,130,278,964,3032,135,9,159918,3.6,3.5,1.6904761904761905,50,42.70131077556439,-73.60254937694894,Rensselaer County,NY
"Warren County, IA",278.8575292,0,21,0,112,226,383,41,19,47336,3.902439024390244,4.5,1.4,41,41.36518870554096,-93.56243816439442,Warren County,IA
"Crook County, OR",278.64520780000004,0,4,1,53,95,332,7,1,20815,4.27,4.25,1.6595744680851063,50,44.298141086991684,-121.06692126764112,Crook County,OR
"Imperial County, CA",278.62093960000004,3,20,111,358,2037,3508,718,28,176584,4.13,4.0,1.625,50,32.867522243578726,-115.35015897090734,Imperial County,CA
"Hall County, NE",278.3267457,0,43,21,105,418,2037,90,17,60720,3.48,3.5,1.4146341463414631,50,40.92023893461601,-98.38706697964376,Hall County,NE
"Butts County, GA",278.2415136,0,10,12,43,118,392,49,0,23361,3.25,3.5,1.3225806451612905,42,33.320485641001675,-83.9821081635755,Butts County,GA
"Brown County, WI",278.09856,8,68,98,534,989,3685,158,15,254586,4.26,4.25,1.7755102040816326,50,44.482618268543064,-88.03250233324934,Brown County,WI
"Grand County, UT",277.77777779999997,0,5,0,21,52,228,22,1,9360,4.15,4.0,1.738095238095238,50,38.61867656349525,-109.60482989439093,Grand County,UT
"Houston County, TN",277.3757839,0,0,1,22,35,65,15,1,8292,3.1818181818181817,3.0,1.3333333333333333,11,36.321408665807205,-87.69786768567606,Houston County,TN
"Catron County, NM",277.2387025,0,1,1,9,35,32,6,0,3607,4.14,4.0,1.6666666666666667,25,33.845167406816586,-108.79015845483684,Catron County,NM
"Mayes County, OK",276.933634,2,7,2,101,221,373,60,5,40804,3.25,3.5,1.4848484848484849,50,36.27771408837923,-95.29135601496618,Mayes County,OK
"Pocahontas County, WV",276.8485408,0,2,1,21,26,43,2,1,8669,3.351851851851852,3.5,1.6470588235294117,27,38.40841202194245,-80.00384520484853,Pocahontas County,WV
"Luce County, MI",276.837896,0,2,1,15,24,45,2,0,6502,3.9444444444444446,4.5,1.3333333333333333,27,46.36057273893839,-85.60973923201112,Luce County,MI
"Benewah County, ID",276.42636,0,0,1,24,37,35,5,2,9044,3.9705882352941178,4.0,1.5,17,47.30462766490575,-116.56692281128888,Benewah County,ID
"Mason County, MI",276.1754938,2,33,1,43,147,744,29,7,28605,3.5185185185185186,3.5,1.45,27,43.95978695852924,-86.3653224557283,Mason County,MI
"Hardee County, FL",276.172826,1,9,12,54,229,471,36,0,27519,3.419354838709677,3.5,1.2777777777777777,31,27.536867485522823,-81.81134530882036,Hardee County,FL
"Jackson County, OK",275.9889604,1,10,11,50,237,490,27,3,26088,3.358695652173913,3.5,1.2777777777777777,46,34.64846663810466,-99.33224204589172,Jackson County,OK
"Burleigh County, ND",275.8402388,1,38,17,188,387,1650,120,12,88457,4.11,4.0,1.8510638297872342,50,46.814868590839616,-100.7893656125214,Burleigh County,ND
"Franklin County, KS",275.8352758,0,14,5,52,153,388,25,10,25740,3.333333333333333,3.5,1.3571428571428572,39,38.0352466388619,-95.42453791208624,Franklin County,KS
